Date,Inventory_Level,Atlanta_Inventory,Nashville_Inventory,NY_Inventory,LA_Inventory,Chicago_Inventory,Atlanta_Footwear,Atlanta_Apparel,Nashville_Footwear,Nashville_Apparel,NY_Footwear,NY_Apparel,LA_Footwear,LA_Apparel,Chicago_Footwear,Chicago_Apparel
6/27/2018,417044,84855.52564,84340.05925,82613.08005,81448.27616,83787.05891,59454.62673,25400.89891,59093.46662,25246.59263,57883.62198,24729.45807,57067.46687,24380.80928,58706.03275,25081.02616
6/28/2018,403339,82066.98299,81568.45599,79898.22919,78771.70336,81033.62847,57500.81452,24566.16847,57151.52294,24416.93304,55981.43651,23916.79268,55192.10208,23579.60128,56776.82101,24256.80746
6/29/2018,402369,81869.61806,81372.28998,79706.07995,78582.26333,80838.74868,57362.52938,24507.08868,57014.07782,24358.21215,55846.80536,23859.27459,55059.36922,23522.89411,56640.27702,24198.47166
6/30/2018,412324,83895.15196,83385.51949,81678.08581,80526.46488,82838.77787,58781.73409,25113.41787,58424.6615,24960.85799,57228.50958,24449.57623,56421.59151,24104.87336,58041.61251,24797.16536
07/01/18,412890,84010.31541,83499.98337,81790.20588,80637.00411,82952.49123,58862.42418,25147.89123,58504.86144,24995.12193,57307.06755,24483.13833,56499.04182,24137.96229,58121.28663,24831.2046
07/02/18,409153,83249.95176,82744.23865,81049.93608,79907.17175,82201.70177,58329.66999,24920.28177,57975.34349,24768.89516,56788.39064,24261.54544,55987.67821,23919.49353,57595.24035,24606.46142
07/03/18,434499,88407.07703,87870.03627,86070.77591,84857.2202,87293.89059,61943.04644,26464.03059,61566.7703,26303.26596,60306.28871,25764.4872,59455.97416,25401.24604,61163.12073,26130.76986
07/04/18,439307,89385.35598,88842.37253,87023.20224,85796.21779,88259.85145,62628.48453,26756.87145,62248.04467,26594.32786,60973.61507,26049.58718,60113.89127,25682.32653,61839.92847,26419.92298
07/05/18,454290,92433.93201,91872.42957,89991.21468,88722.38271,91270.04103,64764.49098,27669.44103,64371.07584,27501.35373,63053.18055,26938.03413,62164.13502,26558.24769,63949.04043,27321.0006
07/06/18,473355,96313.0685,95728.00172,93767.83866,92445.75815,95100.33299,67482.43551,28830.63299,67072.51008,28655.49164,65699.30723,28068.53144,64772.95149,27672.80666,66632.76329,28467.5697
07/07/18,444473,90436.47684,89887.10821,88046.54552,86805.13243,89297.73701,63364.95983,27071.51701,62980.04621,26907.062,61690.63004,26355.91548,60820.79637,25984.33605,62567.13079,26730.60622
07/08/18,446248,90797.63431,90246.07178,88398.15882,87151.78815,89654.34694,63618.00738,27179.62694,63231.55661,27014.51518,61936.99116,26461.16766,61063.68382,26088.10433,62816.99222,26837.35472
07/09/18,459179,93428.69195,92861.14671,90959.68647,89677.19952,92252.27535,65461.4766,27967.21535,65063.82758,27797.31912,63731.74931,27227.93716,62833.136,26844.06352,64637.25029,27615.02506
07/10/18,462722,94149.58262,93577.65823,91661.52642,90369.14388,92964.08885,65966.57376,28183.00885,65565.85651,28011.80171,64223.49999,27438.02643,63317.95304,27051.19084,65135.98777,27828.10108
07/11/18,465916,94799.4626,94223.59043,92294.23227,90992.92888,93605.78581,66421.91679,28377.54581,66018.43354,28205.15689,64666.81122,27627.42105,63755.01361,27237.91528,65585.59757,28020.18824
07/12/18,479803,97625.03661,97032.0001,95045.13588,93705.0461,96395.78132,68401.67529,29223.36132,67986.16589,29045.83421,66594.25739,28450.87849,65655.28291,28049.76318,67540.4289,28855.35242
7/13/2018,478840,97429.09596,96837.24972,94854.37328,93516.97316,96202.30788,68264.38808,29164.70788,67849.71264,28987.53708,66460.5978,28393.77548,65523.50792,27993.46524,67404.87028,28797.4376
7/14/2018,471497,95935.02309,95352.2528,93399.78372,92082.8926,94727.04778,67217.55531,28717.46778,66809.23891,28543.01389,65441.42612,27958.35761,64518.70649,27564.18612,66371.2182,28355.82958
7/15/2018,491673,100040.2136,99432.50581,97396.48792,96023.24523,98780.54741,70093.88623,29946.32741,69668.09741,29764.4084,68241.75404,29154.73388,67279.54997,28743.69525,69211.33319,29569.21422
7/16/2018,495211,100760.087,100148.0062,98097.33741,96714.21309,99491.35638,70598.27058,30161.81638,70169.41786,29978.58831,68732.81075,29364.52667,67763.68282,28950.53027,69709.36684,29781.98954
7/17/2018,473542,96351.1172,95765.81929,93804.88186,92482.27906,95137.90259,67509.0946,28842.02259,67099.00723,28666.81205,65725.26189,28079.61997,64798.5402,27683.73886,66659.08671,28478.81588
7/18/2018,478965,97454.52959,96862.52885,94879.13478,93541.38554,96227.42126,68282.20833,29172.32126,67867.42464,28995.10421,66477.94718,28401.18761,65540.61267,28000.77287,67422.46616,28804.9551
7/19/2018,481699,98010.81383,97415.43387,95420.71831,94075.333,96776.70099,68671.97284,29338.84099,68254.8215,29160.61236,66857.41271,28563.3056,65914.72776,28160.60524,67807.32313,28969.37786
7/20/2018,493583,100428.8394,99818.77084,97774.84364,96396.26632,99164.27978,70366.17965,30062.65978,69938.73677,29880.03407,68506.85249,29267.99115,67540.91055,28855.35576,69480.19816,29684.08162
7/21/2018,508705,103505.6976,102876.9383,100770.3909,99349.5778,102202.3954,72522.00221,30983.69544,72081.46368,30795.47459,70605.71048,30164.68039,69610.17479,29739.40301,71608.87674,30593.5187
7/22/2018,510238,103817.6156,103186.9615,101074.0659,99648.97116,102510.3859,72740.54976,31077.06587,72298.68365,30888.27781,70818.48321,30255.58269,69819.94744,29829.02372,71824.67255,30685.71332
7/23/2018,506098,102975.254,102349.7168,100253.965,98840.4333,101678.6309,72150.34308,30824.91089,71712.06221,30637.65463,70243.87191,30010.09311,69253.43812,29586.99518,71241.89717,30436.73372
7/24/2018,516661,105124.497,104485.904,102346.4108,100903.3766,103800.8115,73656.22548,31468.27153,73208.79706,31277.10696,71709.9635,30636.44732,70698.85792,30204.51872,72728.81899,31071.99254
7/25/2018,503147,102374.8169,101752.9273,99669.39552,98264.10595,101085.7543,71729.64261,30645.17433,71293.91731,30459.00994,69834.28787,29835.10766,68849.62919,29414.47677,70826.49375,30259.26058
7/26/2018,504012,102550.8176,101927.8588,99840.7451,98433.03959,101259.5389,71852.95874,30697.85888,71416.48435,30511.37444,69954.34554,29886.39956,68967.99406,29465.04553,70948.2572,30311.28168
7/27/2018,502758,102295.6675,101674.2586,99592.33774,98188.13464,101007.6015,71674.186,30621.48151,71238.79757,30435.46105,69780.29661,29812.04113,68796.3992,29391.73544,70771.73539,30235.86612
7/28/2018,521055,106018.5398,105374.5158,103216.8271,101761.5204,104683.5969,74282.64291,31735.89689,73831.40928,31543.10654,72319.82873,30896.99834,71300.12409,30461.39636,73347.34919,31336.2477
7/29/2018,507996,103361.4381,102733.5551,100629.9436,99211.1108,102059.9524,72420.92575,30940.51237,71981.00122,30752.55385,70507.30482,30122.63881,69513.15665,29697.95416,71509.07293,30550.87944
7/30/2018,512898,104358.8432,103724.9012,101600.9906,100168.4665,103044.7985,73119.76468,31239.07849,72675.59501,31049.30623,71187.67791,30413.31271,70183.93652,29984.52998,72199.11277,30845.68572
7/31/2018,504922,102735.9744,102111.8908,100021.0088,98610.76168,101442.3643,71982.69016,30753.28425,71545.42771,30566.46311,70080.64899,29940.35983,69092.51664,29518.24504,71076.35517,30366.00908
08/01/18,501938,102128.8229,101508.4276,99429.9023,98027.98946,100842.8578,71557.28516,30571.53777,71122.60685,30385.82071,69666.48471,29763.41759,68684.19204,29343.79742,70656.30645,30186.55132
08/02/18,496305,100982.682,100369.2491,98314.05006,96927.8702,99711.14864,70754.23341,30228.44864,70324.43328,30044.81579,68884.65248,29429.39759,67913.38359,29014.48661,69863.36594,29847.7827
08/03/18,482212,98115.19343,97519.1794,95522.3395,94175.52139,96879.76628,68745.10714,29370.08628,68327.51155,29191.66784,66928.61454,28593.72496,65984.92566,28190.59573,67879.5366,29000.22968
08/04/18,483445,98366.07071,97768.53269,95766.58694,94416.32506,97127.48462,68920.88609,29445.18462,68502.22272,29266.30997,67099.74878,28666.83817,66153.64691,28262.67815,68053.10232,29074.3823
08/05/18,481467,97963.60902,97368.51581,95374.76096,94030.02363,96730.09057,68638.89845,29324.71057,68221.94803,29146.56778,66825.21227,28549.5487,65882.98135,28147.04229,67774.66519,28955.42538
08/06/18,498484,101426.041,100809.9148,98745.69253,97353.42672,100148.925,71064.87601,30361.16499,70633.18886,30176.72591,69187.08678,29558.60575,68211.55359,29141.87312,70170.09723,29978.82776
08/07/18,498758,101481.7915,100865.3266,98799.96974,97406.93864,100203.9735,71103.938,30377.85351,70672.01357,30193.31305,69225.11661,29574.85313,68249.0472,29157.89144,70208.66739,29995.30612
08/08/18,493910,100495.3738,99884.90103,97839.61972,96460.12909,99229.97637,70412.79742,30082.57637,69985.07136,29899.82967,68552.23845,29287.38127,67585.65658,28874.47251,69526.22897,29703.7474
08/09/18,495590,100837.2017,100224.6525,98172.41428,96788.23141,99567.50013,70652.30158,30184.90013,70223.12064,30001.53183,68785.41405,29387.00023,67815.54442,28972.68699,69762.71753,29804.7826
08/10/18,495580,100835.167,100222.6301,98170.43336,96786.27842,99565.49106,70650.87596,30184.29106,70221.70368,30000.92646,68784.0261,29386.40726,67814.17604,28972.10238,69761.30986,29804.1812
08/11/18,523123,106439.3137,105792.7337,103626.4813,102165.3988,105099.0726,74577.46113,31861.85256,74124.43661,31668.29705,72606.85679,31019.62453,71583.10507,30582.2937,73638.45534,31460.61722
08/12/18,523945,106606.5652,105958.9692,103789.3129,102325.9346,105264.2181,74694.64709,31911.91812,74240.91072,31718.05847,72720.94628,31068.36667,71695.58591,30630.34865,73754.16582,31510.0523
8/13/2018,534654,108785.5147,108124.6824,105910.6802,104417.3915,107415.7312,76221.34355,32564.17118,75758.33318,32366.3492,74207.30193,31703.37824,73160.98405,31256.40749,75261.63962,32154.09156
8/14/2018,529148,107665.2144,107011.1875,104819.9856,103342.0753,106309.5372,75436.39718,32228.81724,74978.15501,32033.03248,73443.09666,31376.88896,72407.55402,30934.52123,74486.57652,31822.96072
8/15/2018,545574,111007.3962,110333.0667,108073.8448,106550.0566,109609.6356,77778.12059,33229.27562,77305.6535,33027.41324,75722.94333,32350.90148,74655.25501,31894.80161,76798.81526,32810.82036
8/16/2018,553059,112530.3617,111846.7807,109556.5634,108011.8696,111113.4245,78845.19716,33685.16451,78366.24806,33480.53268,76761.82391,32794.73952,75679.48744,32332.3822,77852.45625,33260.96826
8/17/2018,561448,114237.2631,113543.3134,111218.3572,109650.233,112798.8333,80041.14978,34196.11334,79554.93581,33988.37758,77926.17516,33292.18206,76827.42142,32822.81153,79033.35062,33765.48272
8/18/2018,565886,115140.2585,114440.8234,112097.4895,110516.9699,113690.4586,80673.83993,34466.4186,80183.78266,34257.04078,78542.14737,33555.34214,77434.70847,33082.26145,79658.07456,34032.38404
8/19/2018,543210,110526.3955,109854.9879,107605.5553,106088.3698,109134.6915,77441.10402,33085.29147,76970.68416,32884.30377,75394.83195,32210.72337,74331.76998,31756.59981,76466.04207,32668.6494
8/20/2018,524806,106781.752,106133.0918,103959.8702,102494.087,105437.199,74817.39297,31964.35904,74362.91098,31770.18082,72840.44877,31119.42138,71813.40343,30680.68357,73875.3662,31561.83284
8/21/2018,517351,105264.8906,104625.4448,102483.0943,101038.1329,103939.4374,73754.59326,31510.29736,73306.5673,31318.87749,71805.73205,30677.36225,70793.27614,30244.85681,72825.94822,31113.48914
8/22/2018,518141,105425.6311,104785.2089,102639.587,101192.4192,104098.1539,73867.21724,31558.41389,73418.50714,31366.70172,71915.3801,30724.20688,70901.37816,30291.041,72937.15415,31160.99974
8/23/2018,550569,112023.7239,111343.2206,109063.3143,107525.5751,110613.1661,78490.21778,33533.50608,78013.42502,33329.79555,76416.22436,32647.08999,75338.76082,32186.81431,77501.94642,33111.21966
8/24/2018,561474,114242.5533,113548.5714,111223.5076,109655.3107,112804.0569,80044.85639,34197.69692,79558.6199,33989.95154,77929.78383,33293.72378,76830.97921,32824.33151,79037.01056,33767.04636
8/25/2018,577678,117539.565,116825.555,114433.3904,112819.9357,116059.5539,82354.93104,35184.63395,81854.66189,34970.89309,80178.81801,34254.57237,79048.30216,33771.63356,81317.99903,34741.55492
8/26/2018,562540,114459.4513,113764.1518,111434.6737,109863.4995,113018.2238,80196.82748,34262.62378,79709.66784,34054.48398,78077.7393,33356.93438,76976.84852,32886.65094,79187.06818,33831.1556
8/27/2018,553946,112710.8387,112026.1614,109732.271,108185.0999,111291.629,78971.64965,33739.18902,78491.93242,33534.229,76884.93507,32847.33596,75800.86275,32384.23711,77977.31658,33314.31244
8/28/2018,541974,110274.9078,109605.0279,107360.7136,105846.9802,108886.3704,77264.89739,33010.01042,76795.5479,32809.48004,75223.28133,32137.43228,74162.63821,31684.34201,76292.05406,32594.31636
8/29/2018,550914,112093.9207,111412.991,109131.6561,107592.9533,110682.479,78539.40167,33554.519,78062.31014,33350.68082,76464.10863,32667.54746,75385.96993,32206.98335,77550.51104,33131.96796
8/30/2018,546358,111166.9159,110491.6174,108229.1489,106703.171,109767.1467,77889.8892,33277.02671,77416.74317,33074.87425,75831.75861,32397.39033,74762.536,31940.63504,76909.17659,32857.97012
8/31/2018,549224,111750.0581,111071.2172,108796.8806,107262.898,110342.9462,78298.47189,33451.58617,77822.8439,33248.37329,76229.54508,32567.33553,75154.71371,32108.18426,77312.61481,33030.33136
09/01/18,553174,112553.7606,111870.0375,109579.344,108034.329,111136.5288,78861.59179,33692.16882,78382.5431,33487.49444,76777.78533,32801.55868,75695.22381,32339.10521,77868.64446,33267.88436
09/02/18,561079,114162.1831,113468.6894,111145.2613,109578.1676,112724.6987,79988.5444,34173.63865,79502.64998,33966.03942,77874.95981,33270.30146,76776.9282,32801.23942,78981.40759,33743.29106
09/03/18,562324,114415.502,113720.4695,111391.8858,109821.3149,112974.8279,80166.03409,34249.46787,79679.0615,34041.40799,78047.75958,33344.12623,76947.29151,32874.02336,79156.66251,33818.16536
09/04/18,534510,108756.2152,108095.5608,105882.1549,104389.2685,107386.8006,76200.81462,32555.40057,75737.92896,32357.63187,74187.31545,31694.83947,73141.27938,31247.98911,75241.36917,32145.4314
09/05/18,520242,105853.1195,105210.1004,103055.7783,101602.7424,104520.2595,74166.74,31686.37949,73716.21043,31493.88995,72206.98839,30848.78987,71188.8748,30413.86756,73232.90561,31287.35388
09/06/18,517512,105297.6491,104658.0043,102514.9871,101069.5761,103971.7834,73777.54574,31520.10338,73329.38035,31328.62394,71828.07804,30686.90906,70815.30706,30254.26903,72848.6117,31123.17168
09/07/18,488702,99435.70724,98831.67157,96807.95658,95443.0119,98183.65271,69670.33452,29765.37271,69247.11859,29584.55297,67829.39409,28978.56249,66873.00428,28570.00762,68793.11443,29390.53828
09/08/18,482086,98089.55633,97493.69804,95497.37991,94150.91371,96854.452,68727.14433,29362.412,68309.65786,29184.04018,66911.12637,28586.25354,65967.68407,28183.22965,67861.79996,28992.65204
09/09/18,479863,97637.24475,97044.13408,95057.0214,93716.76404,96407.83574,68410.22901,29227.01574,67994.66765,29049.46643,66602.58509,28454.43631,65663.49319,28053.27084,67548.87492,28858.96082
09/10/18,490768,99856.07419,99249.48494,97217.21466,95846.49963,98598.72658,69964.86762,29891.20658,69539.86253,29709.62242,68116.14456,29101.0701,67155.71158,28690.78805,69083.93906,29514.78752
09/11/18,498040,101335.7008,100720.1233,98657.73968,97266.71396,100059.7223,71001.57848,30334.12228,70570.27584,30149.84748,69125.4618,29532.27788,68150.79752,29115.91644,70107.59668,29952.1256
09/12/18,511733,104121.8018,103489.2998,101370.2134,99940.94317,102810.7418,72953.67995,31168.12183,72510.51917,30978.78062,71025.98174,30344.2317,70024.52025,29916.42291,72035.11921,30775.62262
9/13/2018,504907,102732.9224,102108.8573,100018.0374,98607.83219,101439.3506,71980.55173,30752.37065,71543.30227,30565.55506,70078.56707,29939.47038,69090.46407,29517.36813,71074.24367,30365.10698
9/14/2018,504521,102654.3833,102030.7954,99941.57393,98532.44678,101361.8005,71925.5228,30728.86055,71488.60762,30542.18778,70024.9922,29916.58174,69037.6446,29494.80218,71019.90761,30341.89294
9/15/2018,516885,105170.0741,104531.2042,102390.7834,100947.1236,103845.8147,73688.15937,31481.9147,73240.53696,31290.66725,71741.05358,30649.72985,70729.50963,30217.61399,72760.3508,31085.4639
9/16/2018,516546,105101.0981,104462.6472,102323.6302,100880.9173,103777.7072,73639.83085,31461.26722,73192.50202,31270.1452,71694.00207,30629.62816,70683.12155,30197.79571,72712.63078,31065.07644
9/17/2018,529794,107796.6554,107141.83,104947.953,103468.2384,106439.3232,75528.49223,32268.16316,75069.69062,32072.13938,73532.75823,31415.19482,72495.95137,30972.28703,74577.512,31861.81116
9/18/2018,527492,107328.2697,106676.2896,104491.9453,103018.6601,105976.8352,75200.3145,32127.95524,74743.50643,31932.7832,73213.25214,31278.69312,72180.9503,30837.70981,74253.46636,31723.36888
9/19/2018,534015,108655.498,107995.4555,105784.0994,104292.5955,107287.3516,76130.24643,32525.25161,75667.78944,32327.66606,74118.61193,31665.48746,73073.54457,31219.05092,75171.68951,32115.6621
9/20/2018,519668,105736.3283,105094.0186,102942.0735,101490.6407,104404.9389,74084.90942,31651.41888,73634.87693,31459.14172,72127.32006,30814.7534,71110.32978,30380.31095,73152.10536,31252.83352
9/21/2018,522517,106316.0115,105670.1805,103506.4376,102047.0476,104977.3229,74491.06855,31824.94292,74038.56883,31631.61163,72522.74702,30983.69055,71500.18125,30546.86634,73553.15054,31424.17238
9/22/2018,522246,106260.8714,105615.3753,103452.7546,101994.1216,104922.8771,74452.43425,31808.43712,74000.16922,31615.2061,72485.13357,30967.62106,71463.09815,30531.02341,73515.00268,31407.87444
9/23/2018,521420,106092.806,105448.3309,103289.1306,101832.8046,104756.9279,74334.67804,31758.12794,73883.12832,31565.20254,72370.4889,30918.64174,71350.06996,30482.73462,73398.72914,31358.1988
9/24/2018,516678,105127.956,104489.342,102349.7784,100906.6967,103804.2269,73658.64904,31469.30695,73211.20589,31278.13609,71712.32301,30637.45537,70701.18416,30205.51256,72731.21203,31073.01492
9/25/2018,507522,103264.9938,102637.6966,100536.048,99118.53908,101964.7225,72353.35136,30911.64245,71913.83731,30723.85931,70441.51599,30094.53203,69448.29544,29670.24364,71442.34937,30522.37308
9/26/2018,527782,107387.2758,106734.9372,104549.3919,103075.2968,106035.0983,75241.65748,32145.61827,74784.59827,31950.33893,73253.50269,31295.88925,72220.63332,30854.6635,74294.28879,31740.80948
9/27/2018,524806,106781.752,106133.0918,103959.8702,102494.087,105437.199,74817.39297,31964.35904,74362.91098,31770.18082,72840.44877,31119.42138,71813.40343,30680.68357,73875.3662,31561.83284
9/28/2018,549219,111749.0407,111070.206,108795.8901,107261.9215,110341.9416,78297.75908,33451.28163,77822.13542,33248.0706,76228.85111,32567.03904,75154.02952,32107.89196,77311.91097,33030.03066
9/29/2018,548519,111606.6124,110928.6429,108657.2257,107125.2122,110201.3067,78197.96568,33408.64673,77722.94822,33205.6947,76131.69461,32525.53114,75058.24292,32066.96926,77213.37407,32987.93266
9/30/2018,533254,108500.6581,107841.5562,105633.3514,104143.9729,107134.4614,76021.75675,32478.90138,75559.95878,32281.5974,74012.98893,31620.36244,72969.41085,31174.56209,75064.56582,32069.89556
10/01/18,539525,109776.6122,109109.7593,106875.5863,105368.693,108394.3492,76915.76305,32860.84918,76448.5344,32661.22493,74883.37238,31992.21393,73827.52195,31541.17103,75947.31568,32447.0335
10/02/18,552997,112517.7466,111834.2423,109544.2817,107999.7611,111100.9683,78836.35831,33681.38828,78357.46291,33476.77939,76753.21862,32791.06311,75671.00349,32328.75762,77843.7287,33257.23958
10/03/18,545683,111029.5743,110355.1101,108095.4368,106571.3442,109631.5345,77793.65985,33235.91448,77321.09837,33034.01177,75738.07199,32357.36485,74670.17035,31901.17386,76814.15886,32817.37562
10/04/18,520567,105919.2469,105275.8261,103120.1582,101666.2145,104585.5543,74213.07265,31706.17427,73762.26163,31513.56448,72252.09677,30868.0614,71233.34715,30432.86739,73278.65489,31306.89938
10/05/18,531477,108139.0937,107482.1881,105281.3419,103796.9266,106777.4496,75768.42407,32370.66964,75308.16499,32174.02315,73766.35022,31514.99167,72726.24973,31070.6769,74814.42286,31963.02678
10/06/18,513571,104495.7778,103861.004,101734.3065,100299.9027,103180.0089,73215.7089,31280.0689,72770.95642,31090.04763,71281.08695,30453.21959,70276.0285,30023.87423,72293.84896,30886.15994
10/07/18,514089,104601.1747,103965.7607,101836.9182,100401.0676,103284.0787,73289.55602,31311.61872,72844.35494,31121.40579,71352.98276,30483.93543,70346.91058,30054.15703,72366.76626,30917.31246
10/08/18,522485,106309.5005,105663.709,103500.0986,102040.798,104970.8939,74486.50657,31822.9939,74034.03456,31629.67445,72518.30558,30981.79305,71495.80243,30544.99559,73548.646,31422.2479
10/09/18,529280,107692.0723,107037.8822,104846.1338,103367.8547,106336.057,75455.21536,32236.85696,74996.85888,32041.02336,73461.4176,31384.71616,72425.61664,30942.23808,74505.15776,31830.8992
10/10/18,525566,106936.3885,106286.7889,104110.4201,102642.5142,105589.8884,74925.74009,32010.64836,74470.59994,31816.18894,72945.93297,31164.4871,71917.40031,30725.11393,73982.34912,31607.53924
10/11/18,522787,106370.9481,105724.7834,103559.9224,102099.7783,105031.5678,74529.56029,31841.38781,74076.82675,31647.95662,72560.22167,30999.70074,71537.12751,30562.65081,73591.15763,31440.41018
10/12/18,512067,104189.7604,103556.8456,101436.3762,100006.173,102877.8448,73001.29565,31188.46477,72557.84563,30998.99998,71072.33927,30364.0369,70070.22415,29935.94889,72082.13539,30795.70938
10/13/2018,502616,102266.7749,101645.5415,99564.20867,98160.40218,100979.0727,71653.94219,30612.83271,71218.67674,30426.86479,69760.58772,29803.62095,68776.96821,29383.43398,70751.74647,30227.32624
10/14/2018,507633,103287.5789,102660.1445,100558.0362,99140.21727,101987.0231,72369.17575,30918.40313,71929.56557,30730.57892,70456.92224,30101.114,69463.48445,29676.73281,71457.97451,30529.04862
10/15/2018,494903,100697.4185,100085.7184,98036.32508,96654.061,99429.47702,70554.36149,30143.05702,70125.77549,29959.94291,68690.06189,29346.26319,67721.53671,28932.52428,69666.0106,29763.46642
10/16/2018,478877,97436.62431,96844.73234,94861.70268,93524.19922,96209.74144,68269.66287,29166.96144,67854.95539,28989.77695,66465.73322,28395.96947,65528.57093,27995.6283,67410.07866,28799.66278
10/17/2018,496241,100969.66,100356.3062,98301.37217,96915.37106,99698.29059,70745.10944,30224.55059,70315.36474,30040.94142,68875.7696,29425.60258,67904.62596,29010.7451,69854.35685,29843.93374
10/18/2018,499232,101578.2358,100961.1851,98893.86534,97499.51037,100299.2034,71171.51238,30406.72342,70739.17747,30222.00758,69290.90544,29602.9599,68313.90842,29185.60195,70275.39094,30023.81248
10/19/2018,475640,96777.99516,96190.10412,94220.47888,92892.01636,95559.40548,67808.18968,28969.80548,67396.28544,28793.81868,66016.4538,28204.02508,65085.62632,27806.39004,66954.41588,28604.9896
10/20/2018,478492,97358.28875,96766.87264,94785.43726,93449.00911,96132.39224,68214.7765,29143.51224,67800.40243,28966.4702,66412.29714,28373.14012,65475.8883,27973.12081,67355.88336,28776.50888
10/21/2018,488441,99382.60183,98778.88875,96756.25457,95392.03886,98131.21599,69633.12584,29749.47599,69210.13594,29568.75282,67793.1686,28963.08598,66837.28956,28554.7493,68756.37425,29374.84174
10/22/2018,496914,101106.5947,100492.409,98434.68809,97046.80729,99833.501,70841.05367,30265.541,70410.72614,30081.68282,68969.17863,29465.50946,67996.71793,29050.08935,69949.09304,29884.40796
10/23/2018,503446,102435.6542,101813.3949,99728.62503,98322.50035,101145.8255,71772.26865,30663.38552,71336.28442,30477.1105,69875.78757,29852.83746,68890.54375,29431.95661,70868.58308,30277.24244
10/24/2018,510294,103829.0099,103198.2865,101085.159,99659.90791,102521.6367,72748.53323,31080.47666,72306.61862,30891.66788,70826.25573,30258.90332,69827.61037,29832.29753,71832.5555,30689.08116
10/25/2018,509403,103647.719,103018.0969,100908.6591,99485.8965,102342.6285,72621.51049,31026.20852,72180.36749,30837.72941,70702.58939,30206.06969,69705.68771,29780.20878,71707.1321,30635.49642
10/26/2018,511036,103979.9839,103348.3434,101232.1433,99804.81976,102670.7097,72854.31423,31125.66965,72411.75706,30936.58633,70929.24162,30302.90169,69929.14417,29875.6756,71937.00461,30733.70504
10/27/2018,510533,103877.639,103246.6202,101132.503,99706.58437,102569.6534,72782.60555,31095.03343,72340.48397,30906.13622,70859.42774,30273.0753,69860.31465,29846.26971,71866.19881,30703.45462
10/28/2018,532554,108358.2298,107699.9931,105494.687,104007.2636,106993.8265,75921.96335,32436.26648,75460.77158,32239.2215,73915.83243,31578.85454,72873.62425,31133.63939,74966.02892,32027.79756
10/29/2018,536336,109127.7496,108464.8383,106243.8709,104745.8845,107753.6568,76461.13283,32666.61675,75996.66586,32468.17243,74440.75512,31803.11579,73391.14557,31354.7389,75498.40971,32255.24704
10/30/2018,551583,112230.0414,111548.2848,109264.1796,107723.6083,110816.8858,78634.77565,33595.26578,78157.10477,33391.18007,76556.96249,32707.21715,75477.51455,32246.09376,77644.68416,33172.20162
10/31/2018,561690,114286.5026,113592.2538,111266.2955,109697.4953,112847.4528,80075.64978,34210.85283,79589.22624,34003.02753,77959.76355,33306.53193,76860.53622,32836.95909,79067.41623,33780.0366
11/01/18,584189,118864.3516,118142.294,115723.1674,114091.5275,117367.6594,83283.15222,35581.19942,82777.24454,35365.04949,81082.51226,34640.65513,79939.25438,34152.27313,82234.53296,35133.12646
11/02/18,579405,117890.9559,117174.8114,114775.4953,113157.2171,116406.5203,82601.13561,35289.82034,82099.37088,35075.44049,80418.51698,34356.97829,79284.62139,33872.59571,81561.10364,34845.4167
11/03/18,569431,115861.5561,115157.7394,112799.7257,111209.3049,114402.6739,81179.22222,34682.33392,80686.09498,34471.64445,79034.17565,33765.55001,77919.79918,33289.50569,80157.09358,34245.58034
11/04/18,554569,112837.5999,112152.1526,109855.6823,108306.7711,111416.7941,79060.46578,33777.13408,78580.20902,33571.94355,76971.40436,32884.27799,75886.11282,32420.65831,78065.01442,33351.77966
11/05/18,575042,117003.2207,116292.4688,113911.2199,112305.1276,115529.9631,81979.1376,35024.08309,81481.15123,34811.31755,79812.95439,34098.26547,78687.5972,33617.53036,80946.93721,34583.02588
11/06/18,562081,114366.059,113671.3269,111343.7495,109773.8572,112926.0075,80131.39152,34234.66747,79644.62938,34026.6975,78014.0324,33329.71706,76914.03988,32859.81734,79122.45613,33803.55134
11/07/18,566707,115307.3066,114606.8567,112260.123,110677.3104,113855.4032,80790.88333,34516.42325,80300.11507,34306.74166,78656.09807,33604.02498,77547.05247,33130.25793,79773.64427,34081.75898
11/08/18,562655,114482.8502,113787.4086,111457.4543,109885.9588,113041.3281,80213.22211,34269.62809,79725.96288,34061.44574,78093.70073,33363.75354,76992.58489,32893.37396,79203.25639,33838.0717
11/09/18,562776,114507.4699,113811.8788,111481.4234,109909.59,113065.6378,80230.47211,34276.99783,79743.1081,34068.77071,78110.49492,33370.92847,77009.14229,32900.44774,79220.28919,33845.34864
11/10/18,588020,119643.8414,118917.0487,116482.0578,114839.718,118137.3341,83829.30724,35814.53414,83320.08192,35596.96674,81614.2359,34867.82194,80463.48076,34376.23722,82773.81134,35363.5228
11/11/18,586027,119238.3277,118513.9983,116087.2605,114450.4871,117736.9265,83545.18117,35693.14649,83037.68179,35476.3165,81337.61747,34749.64302,80190.76263,34259.72445,82493.26271,35243.66378
11/12/18,595708,121208.1111,120471.816,118004.9891,116341.1767,119681.9072,84925.3239,36282.78716,84409.44077,36062.3752,82681.29186,35323.69728,81515.4913,34825.68539,83856.02804,35825.87912
